-6384        -nan        -nan        -nan        -nan        -nan        -nan
-6368        -nan        -nan        -nan        -nan        -nan        -nan
-6352        -nan        -nan        -nan        -nan        -nan        -nan
-6336        -nan        -nan        -nan        -nan        -nan        -nan
-6320        -nan        -nan        -nan        -nan        -nan        -nan
-6304        -nan        -nan        -nan        -nan        -nan        -nan
-6288        -nan        -nan        -nan        -nan        -nan        -nan
-6272        -nan        -nan        -nan        -nan        -nan        -nan
-6256        -nan        -nan        -nan        -nan        -nan        -nan
-6240        -nan        -nan        -nan        -nan        -nan        -nan
-6224        -nan        -nan        -nan        -nan        -nan        -nan
-6208        -nan        -nan        -nan        -nan        -nan        -nan
-6192        -nan        -nan        -nan        -nan        -nan        -nan
-6176        -nan        -nan        -nan        -nan        -nan        -nan
-6160        -nan        -nan        -nan        -nan        -nan        -nan
-6144        -nan        -nan        -nan        -nan        -nan        -nan
-6128        -nan        -nan        -nan        -nan        -nan        -nan
-6112        -nan        -nan        -nan        -nan        -nan        -nan
-6096        -nan        -nan        -nan        -nan        -nan        -nan
-6080        -nan        -nan        -nan        -nan        -nan        -nan
-6064        -nan        -nan        -nan        -nan        -nan        -nan
-6048        -nan        -nan        -nan        -nan        -nan        -nan
-6032        -nan        -nan        -nan        -nan        -nan        -nan
-6016        -nan        -nan        -nan        -nan        -nan        -nan
-6000        -nan        -nan        -nan        -nan        -nan        -nan
-5984        -nan        -nan        -nan        -nan        -nan        -nan
-5968        -nan        -nan        -nan        -nan        -nan        -nan
-5952        -nan        -nan        -nan        -nan        -nan        -nan
-5936        -nan        -nan        -nan        -nan        -nan        -nan
-5920        -nan        -nan        -nan        -nan        -nan        -nan
-5904        -nan        -nan        -nan        -nan        -nan        -nan
-5888        -nan        -nan        -nan        -nan        -nan        -nan
-5872        -nan        -nan        -nan        -nan        -nan        -nan
-5856        -nan        -nan        -nan        -nan        -nan        -nan
-5840        -nan        -nan        -nan        -nan        -nan        -nan
-5824        -nan        -nan        -nan        -nan        -nan        -nan
-5808        -nan        -nan        -nan        -nan        -nan        -nan
-5792        -nan        -nan        -nan        -nan        -nan        -nan
-5776        -nan        -nan        -nan        -nan        -nan        -nan
-5760        -nan        -nan        -nan        -nan        -nan        -nan
-5744        -nan        -nan        -nan        -nan        -nan        -nan
-5728        -nan        -nan        -nan        -nan        -nan        -nan
-5712        -nan        -nan        -nan        -nan        -nan        -nan
-5696        -nan        -nan        -nan        -nan        -nan        -nan
-5680        -nan        -nan        -nan        -nan        -nan        -nan
-5664        -nan        -nan        -nan        -nan        -nan        -nan
-5648        -nan        -nan        -nan        -nan        -nan        -nan
-5632        -nan        -nan        -nan        -nan        -nan        -nan
-5616        -nan        -nan        -nan        -nan        -nan        -nan
-5600        -nan        -nan        -nan        -nan        -nan        -nan
-5584        -nan        -nan        -nan        -nan        -nan        -nan
-5568        -nan        -nan        -nan        -nan        -nan        -nan
-5552        -nan        -nan        -nan        -nan        -nan        -nan
-5536        -nan        -nan        -nan        -nan        -nan        -nan
-5520        -nan        -nan        -nan        -nan        -nan        -nan
-5504        -nan        -nan        -nan        -nan        -nan        -nan
-5488        -nan        -nan        -nan        -nan        -nan        -nan
-5472        -nan        -nan        -nan        -nan        -nan        -nan
-5456        -nan        -nan        -nan        -nan        -nan        -nan
-5440        -nan        -nan        -nan        -nan        -nan        -nan
-5424        -nan        -nan        -nan        -nan        -nan        -nan
-5408        -nan        -nan        -nan        -nan        -nan        -nan
-5392        -nan        -nan        -nan        -nan        -nan        -nan
-5376        -nan        -nan        -nan        -nan        -nan        -nan
-5360        -nan        -nan        -nan        -nan        -nan        -nan
-5344        -nan        -nan        -nan        -nan        -nan        -nan
-5328        -nan        -nan        -nan        -nan        -nan        -nan
-5312        -nan        -nan        -nan        -nan        -nan        -nan
-5296        -nan        -nan        -nan        -nan        -nan        -nan
-5280        -nan        -nan        -nan        -nan        -nan        -nan
-5264        -nan        -nan        -nan        -nan        -nan        -nan
-5248        -nan        -nan        -nan        -nan        -nan        -nan
-5232        -nan        -nan        -nan        -nan        -nan        -nan
-5216        -nan        -nan        -nan        -nan        -nan        -nan
-5200        -nan        -nan        -nan        -nan        -nan        -nan
-5184        -nan        -nan        -nan        -nan        -nan        -nan
-5168        -nan        -nan        -nan        -nan        -nan        -nan
-5152        -nan        -nan        -nan        -nan        -nan        -nan
-5136        -nan        -nan        -nan        -nan        -nan        -nan
-5120        -nan        -nan        -nan        -nan        -nan        -nan
-5104        -nan        -nan        -nan        -nan        -nan        -nan
